sentiment,text
-1,ngabon eta muxu handi bat zuretzat
0,ngarrantzitsua horretan egoteanla venganza es un desayuno que se sirve frío
0,ngaur ehu leioann n
0,ngero eta sendoagoa denborak manejatzen eta gaiak debatera bueltatzen pili zabala parte hartzen duen bakoitzean galtzen da
1,ngure eskumenak aprobetxatuz hezkuntza alineatu behar dugu industriarekin eta ditugun baliabideak aurrera eramann
0,nhautagaia idazten da hiztegian begiratzea besterik ez zeneukaten
0,nhorrela baiagur joan
0,nhorretarako ohorea zer den jakin behar da
1,nhoy 3 candidatasn n
1,ni ere koa naiz
1,ni ez izatearekin konformatzen naiz
0,ni ezezaguna galdera ezaguna zu ezaguna eta zure erantzuna ezezaguna
0,ni hubo debate ni decisión de nada
1,ni irrikatzen nago barne sailburu berriaren izena jakiteko baten bat okurritzen zait
-1,ni nafarroari buruz
0,ni naiz ala elkarrizketa sistema hau ri kopiatutako ideia da
-1,ni naiz euskadiko alderdi sozialista mendia dixit ikearriyak botatzen
-1,ni oso lasai batez ere nire kontzientziarekin
1,ni siquiera habla euskera pues mal vamos con ese candidato a lehendakari
1,ni ziur nago guk asmatzen dugun bakoitzean zuek tristetzen zaretela
1,nik
1,nik 25ean bozkatuko dut o guait
0,nik babestu ze esaten ari zara
1,nik behingoz ppn sartzeko gomendatzen diot ri
0,nik bozkatu nahi dut baña aitak aukera hobeagoa dela dio zer egin dezaket
1,nik bozkatzen dutenak eta ez dutenak errespetatzen ditut horixe soilik milesker halere
1,nik emana dut duela ordu asko ibai
0,nik ere eztabaidan ikusi nahi nuen nhonetarako ere beharko dugu
1,nik ere garbi dut gora
0,nik ere salatu dut ren iragarkia gorrotoa sustatzeagatik elebidunari gorrota elebakarra biktima gisa hartuz
-1,nik ere xabier iñigo urkullu
1,nik euskara ez bezala berek gaztelania guztiz bermatua daukate eaeko organismo publiko guztietan cc
0,nik ez ditut irensten ikusten plazetan salatzen eta etbra dialektikoki emakume trebeak bidalzen
-1,nik ez dot ezagutu eko bere lan politikoan euskaraz jarduten den kargo publikorik
0,nik helburu gisa jarriko nuke frantsesa hitz egitea eta utopia gisa idaztea
1,nik hemendik alde egitea opa diet gure kultura ta herri guztia iraintzeagatik
1,nik iganderako argi dut
0,nik ikusi dudala a8 errepidean ere badabil p
1,nik oso urduri ikusi dut maddalen gauza asko esateko irrikaz aukera aprobetxatzeko grina gehiegiz bezala eta urkullu berriz oso erraz
0,nik ri emango diot bozka baina gaur urkulluk irabazi du eta 25ean urkulluk irabaziko ditu hauteskundeak argi
0,nik salatu dut baina nahiago aukeran hijos de puta deitu
0,nik uste esanen erreferentziak emanda daudela ba programak eajren batzar eta autog txostenak euskal bidea mendiaberria
1,nik uste mendia nahita gelditu dela maila horretan posizio politiko dun
-1,nik uste sortu prest dagoela iraganaren irakurketa kritikoa egitekoprest daude pp eta pse estatuaren biolentziaz egiteko
0,nik zirrara sentitu dt argazkiak ikustearekin soilik ta biok zer sentitu ta sentiaraziko zenuten
0,nikitak argi du otegi lehendakari winking_face_with_tongue nnikita lo tiene claro dog_face
1,nikusi dut ez dugula galdetegia bete sentitzen dutnbaina k software askea erabiltzeaz gaininstituzioetan ere bultzatzen
0,ninguno soy menor face_with_tears_of_joy
-1,nire aita rekin ze ilusio egin didan aurrera eta eutsi gogor
-1,nire ama hizkuntzan bizitzerik ez daukat nazkatuta utzi nauzu
0,nire amak esan daben moduen urkullu fraile bat zara
0,nire ametsa eta nahia euskadin nire mailako txirrindulari probetan parte hartzea besterik ez da zergatik e
-1,nire askatasuna bukatzen da euskaraz bizi nahi dudanean eta besteak beste nire herriko unibertsitatean ezin dudanean
1,nire bihotza gartzeletan dago senideekin
1,nire botoa
-1,nire botoa badoa egin irribarre irabaziko dugu eta
1,nire botoa daukazu pili
0,nire etxeko euskaldun endogamikoek euskaraz katalanez gaztelaniaz eta euskaraz hitz egiten dute
0,nire hizkuntzan artatu nazatela aldarrikatzen dut espainiako konstituzioan eta estatutuan jasota dagoen lez
-1,nire irabazlea izan da gauzak argi eta garbi azaltzen eta proposamenekin
1,nire irudimena da edo urkulluk izkin egin dio larrion erantzuteari mas empleo mas empleo ta prekarizatzem duten bekak aipatuz
-1,nire kasuan errazagoa zait idaztea hitz egitea edo haiek ulertzea baino
1,nire lehenengo mitina ezin hobea green_heart
1,nire saltsetan baino ez winking_face
1,nire soldatarekin ezin naiz emantzipatu baina eh egin irri irabaztera goaz eta zer irabaztera ez dakitn
1,nire susmoa da ala eh bildu otegi ezkutatzen ari da
-1,nire taldea irabaztera goaz
0,nire ustez besarkada baten faltan daude koitauak
-1,nirekin bizi denaren aurpegi berbera dauka
0,niri ere jakinda zerrendaburua dela tik ez lehendakarigaia hori izaten jarraitzen du
1,niri hau erantzun didate iukoak
0,nivelazo de euskera de
0,nivell esperat sha de dir fan pena ergo hora deh bildu
-1,njendeari entzuteko erakundeak behar ditugu osakidetzan adibidez n
1,nla h es correcta se le ha caído la p
-1,nlehentasuna n n n
-1,nmas esto n
0,nmas eston
-1,nmejores en qué
0,nmitin de en eibar
1,nmlnn n
1,nn
1,nn
-1,nn
-1,nn ngabon face_blowing_a_kiss buenas noches face_blowing_a_kiss n n suerte victory_hand zorte victory_hand
1,nnborrokan jarraitu behar dugu azken presoa ekarri harte maitasuna ezin dutelako kartzelatu
-1,nnendogamiari buruzko elkarrizketa hori corcuera eta rojoren alabekin izan al duzunn
0,nneuskarak batzen ditu pp eta psoe alderdiaknn1
0,nngipuzkoan ere gazte jendea gurekin badakite non dagoen etorkizuna
0,nngoitann
-1,nnhorregatik eta pili erridikulua egiten ari delako
0,nnidoia lehendakari
1,nnik nahi nuke esan pare gauzanidoia mendia
1,nnirratia kakatuannputa eta asesina y mucha cal para zabala
0,nnla al mando de y desahuciando a familia sin alternativael oasis vascorabia absolutasinv
0,nnmucha basura proetarra por euskadi
-1,nnnbozkatu
-1,nnnnnbozkatu
0,nnno
1,nno has visto ninguna otran
1,nnorain plaza berriannndena prest gasteizen nnnn
1,nnorbait neurtzen ari da zenbat minutu ematen dizkion esatariak bakoitzari iruditzen ri ematen diola hitza etengabe
0,nnpili zabala la lehendakari de una euskadi que no deje atrás a nadie
0,nnpreparando la pegada de carteles en mart
0,nnpsoek eta ppk euskaldunen aurkako bi bideo egin dituztenn1
0,nnsois un trio de traidoras
-1,nntodo basura proetarra
1,no
0,no bajaremos la mirada ante la desigualdad
0,no es la puerta giratoria de baserri y txankarra en ponos gasoil alekandro que la ballena caga hierro
1,no faltes mañana 12tan barakaldoko herriko plazan eta rekin izango gara
-1,no ha podido ser arropado por sinvergüenzas
1,no hay carta de ajuste
-1,no no los mato por ser malos cat los mató
0,no olvidamos
1,no olvidamos no al blanquami
0,no os da verguenza venir a catalunya
-1,no sé si tú tuit es sarcasmo ni el de tampoco pensive_face
1,no seas malo
-1,no te excluyas jabata flexed_biceps
-1,no tengo ninguna duda nire bozka zuretzatn
-1,no todo vale nn
-1,no voy a bajar nunca la mirada ante la injusticia en euskadi
1,nobela grafikoari esker egungoa komikiaren inoizko garairik onena danjabi zabala nn n
1,noiz arte egin dezaket posta bidezko botoaren eskaera
0,noiz etorriko zara oreretaraino
-1,noizbait saiatu al zarete administrazioan euskara hutsean sartzen benetan
1,nola eragingo dio eh bilduri arnaldo otegiren inhabilitazioak
-1,nola errespetatu bide legalak legea zure kontrara etengabe manipulatzen dutenean n
1,nola esan daiteke gure ekonomia ez dela leihakorra gure enpresak munduan daude babesa eta bultzada behar dute
0,nola ez bilduko kideari moztu urkulluri hitza emoteko lotsagarria
-1,nola hori ez da ahaldun baten eginkizuna
-1,nola konparatu dezakezu espainia canadarekin espainiak erabakitzeko eskubidea ukatzen duenean
0,nola kudeatuko duzue osasuna
1,nola moldatuko gara
1,nolako bikotea zuek izango zarete gure etorkizuneko gidariak eutsi gogor campeonas
-1,nolako enplegua orain artekoa prekarioa gaizki ordaindutakoa nenplegu duina behar dugu k proposatzen duena
0,non
-1,non dago pili zabala
-1,non daude ekainean podemosen aldeko kanpaina sutsua egiten zuten basko eta baska asko argi dago euskadi ez zaiela hainbeste inporta
-1,non ikusi ahal dugu zein web gunean
0,non tens la feina
0,non uzten dituzu inbestigaziorako inbertsioak nnoiz kezkatuko zarete zientifikoengann
0,non zegoen idoia mendia euskaltegian ergatiboa azaldu zutenean buffff
1,nondik atera dzu hori beñat ikusi dt 5eko puntuazioa dutn bakarrak urkullu ta maddalen direla puntua daitke ezagutzn ez dena
-1,nor da urkullu katalanei aholkuak emateko ez baditu babestu nahi gutxienez isilik gera dadila
1,nor ote da fidagarriena gure interesen defentsa nork bermatuko du nik argi daukat eajpnvk
0,norberak daki nun den bere tokia nirea behintzat maitatua naizen horretan dago
0,norekin adostu nahi ditu gauzak gehiengo sindikal eta gizarte mugimenduekin harroputz galanta da
0,nori zuzendua zabala izango da baina orain arte modu batean edo bestean dinamikan parte hartu dugunon artean egin
-1,nork esaten du gazteei ezaiela politika interesatzenngazte i25ean bozkatu ehbildu
0,norma eta arau zurrunak gorabehera hizkuntzek zorionez bizirik diraute
-1,norma ta arau zurrunak gorabeherahiztun errealen eleek gaitzerdi bizirik diraute
1,normala niri be bai askotan
-1,normaz gain hizkuntzek bizirik diraute
-1,nortzuk egin dute itsasontzi hura langile baten galdera
-1,nos encantan los vídeos de egi basaurinnque gran trabajonnurkullu lehendakari
0,nos mintio
0,nos vemos esta tarde en
1,noski bada
-1,noski baietz
0,noski baietz baina uste nuen bertan disimulo pixkat gehio izanen luketela
-1,noski baietz hurrengo gobernua pnvpsoe euskalherrian dena balio du esker abertzalearen kontra
-1,noski ez dela inor atzean geratzen aesen kasuan udalek jartzen dutelako ejk jartzen ez duen dirua
0,noski ez dela inor atzean geratzen aesen kasuan udalk jartzn dutelako ejk jartzen ez duen dirua
1,noski herri txikiak indartsuak garela o eta en
-1,noski hobetu behar dela eñaut eta guztion erronka izango dabaina onartu behar duzu agiak ez zituela helburuak lortu
-1,nosoosoondo
0,nosotros podemos votemos sparkling_heart n face_with_tongue nn
-1,notbsitek egindako proposamenen bat ulertu du
1,noticias de álava on fire edo pnv urduri jartzen ari da edo pnv baino ez da aurkezten
1,npili eres grande
-1,npili zabala desmontatzeko zera galdetu egin behar zaioindependentziari buruz zein da zure iritzia woman_running confetti_ball party_popper
0,npnv 24npodemos 16neh bildu 15npse 12npp 7ncs 1
1,npnv 25nbildu 16nelkarrekinp 15npse 10npp 8ncs 1nnen la cara no por favor
-1,npsoe ps da mayoria absoluta
-1,npues como los ingleses smiling_face_with_smiling_eyes
0,nputa eta asesina apoyais a otegui y luego hablais de cal en el congresonntoma irratia kakatua
-1,nren esanetan alabak dituzten emakumeek ez dute laguntzarik jaso behar soilik semeen amek
-1,nren ordezkariak hedabideetan gaur goizean 100 emakumeak
1,nsentitzen dot bainan euskal presoak etxeen egon behar dute senidekin ta kittoez kartzelan
-1,nsi habla en euskera serà trilingüense podrá ver en streaming n
1,nson gentuza sin futuro
-1,nuestra apuesta es real y realizable un pacto de claridad elkarrekin ahal dugulako
-1,nuestra candidata a lehendakari
-1,nuestra candidata de ari ari ari lendakari
0,nuestrasos candidatasos por gipuzkoa
1,nuestro ideario es este país zaindu maite duzun herri hori
1,nuevo spot de la campaña de red_heart green_heart purple_heart victory_hand raised_fist
0,nufffffffffffffffff
1,nun dago
1,nun dago kamara eta azken textu ez kohesionatuapili zabala txarto
0,nunca bajaré la mirada antes las injusticias
-1,nunca he cogido una bandera ni de mi equipo de fútbol
-1,nunca vamos a bajar la mirada ante la injusticia
1,nunidos podemos
-1,nurkullu bizitasuna error 404 file not found
0,nvotar en euskera es nbozketanresponder porfi
0,nyo tb me apunto npnv 28nehbildu 18nps 14npse 8npp 7 n
0,nzarautzen izan gara maddalen iriarte laura mintegi eta naiara carvajalekin
0,nzasca de a urkullu el primer lehendakari esta en bildu
-1,o a
0,o a militar en podemos
1,o arnaldo kkkkkk
0,o eguzkiaren erdira ezin denez ez dago gaizki ez como al centro del sol no podemos no está nada mal
0,o incluso eliminaban
-1,o no
0,oarso bidasoko gazteon bozka nbideoa
0,oarsoaldeak sufritzen duen utzikeria instituzionalaren aurrean plan integral bat abiatzeko konpromis
1,oarsobidasoan argi dugungazte bozka → eh bildunegin irri ta herrinirabaztea goaznnn
0,obra gelditzea onuragarria liteke ekonimia arloan 4000 miloi gastatu eta gero
1,oharra normalizazioa erdiesteko epeak zehazteko ren bideoaz
1,ohera noa laburpenanzabala gora kanadanlarrion gora garaikoetxeanurkullu gora xxi mendeko independentzianmendia viva los forenses
0,ohore bat izan da hain gertutik ezagutu eta bere energia guztia jasotzea
-1,oi henri podemos ajudar
-1,oiga le silencio jamas da un dato solo soflamasnaqui no puerta
1,oiga raul garcía también es euskaldun zintzoa thinking_face
-1,oíluroí luroíene lur nereaoizgoiz erneparte gozoz erneaarto muskermendibaserri zaarrakoro lañome batek estelia
1,oinak begirada eta burua katalunian irailak 11 ditu gaur eta eh via
1,oinak begirada eta burua katalunian irailak 11 ditu gaur eta eh via ehbildu
-1,oionera heldu gaur ren ekipoa n
0,ojalá
1,ojalá
-1,ojala la renta básica en euskadi sea posible con
-1,ojala un gobierno ehbilduelkarrekin podemos en euskadi
0,ojiplatika geratu gara batzuk mesedez autoriak errekonozitu
0,ok argi dugu independentziaren aldeko aukera bakarra da ehren alde
0,ok ok ok podemos ir para a categoria da tatiana
1,OK_hand clapping_hands
1,oker noalan bai kontrako norantzannn 
1,olá podemos
1,olagibel osasun zentroan ere euskara baztertu eta beraren hizkuntz araudia urratzen dan
0,olarizu egunean ere rekin
-1,olatu independentista bertan izango da smiling_face_with_horns smiling_face_with_horns n
-1,olatz peon babes soziala lehenetsi egin du legealdi honetan eajren gobernuak
1,olé ese jelzale guapo
0,ollotoki polita mendia eta iriarte
0,on the road smiling_face_with_sunglasses
-1,ona ez dakit baina vichya bai
-1,onaaa danontzat orekatu izengo dan herri bat sortu nahi doguleko emon botu ehbildui
1,onartu behar da psoe dela 100 urte baino gehiagotan bere ideologia aldatu ez duen alderdi bakarra
0,ondarrun domekan eguerdian einddako mosaiko erraldoiaren bideoa
0,ondarrun rekin ere izan dugu dj lanetan
0,ondarrun topera
1,ondo baina bere izena otegi da mila eskerç
1,ondo ibili ta agur bero bat beti jelpean
1,ondo laburtu duzu muina
-1,ondo legoke iraganaren irakurketa kritikoa egin eta ezker abertzaleak esango balu erahiltzea gaizki egon zela
1,ondo rgiaren eraldaketa proposatuz emakume monomarentalak bezalako kolektibo berriei zabalduz
0,ondo ulertu dizut baina segidan ikusi ditut zurea eta besteena eta txioa ia automatikoa izan da
0,ondo urkullu datuak mahai gainean jartzea besterik ez dago konformismorik gabe baina egin denaz azalpen zehatzak emanez
0,ondorioz eaj 24 psoe 9 33 ehbildu 18 podemos 1634 dezima batzukin ze diferentzia 33
0,ongi etorri
-1,ongi etorri
1,ongi etorri compas purple_heart cat_face dog_face
1,ongi hasten dute batzuk kanpainia winking_face_with_tongue qué bien empiezan la campaña los omnipotentes
0,ongizatea da gure etorkizuna akordioaren bitartez eta bermeaz erabaki
1,orain
0,orain 15 egunetik argi dutenek ta gaur 2359an erabakiko dutenek denek berdin balio dutelako merezi duelako hemen bozkatu eh bildu
0,orain aldebikoaren apustuak kale egiten badu eajri adostutako urrats bat ematea eskatzen diot
0,orain argi dago psekoek euskal hiztunok bigarren mailako herritartzat jotzen gaituztela
0,orain arteko kudeaketa borobilari jarraipena emateko hurrengo lehendakaria berriro ere zure botoa
1,orain badakigu k zergaitik etbn baino ez eztabaidatzea erabaki duen
1,orain burutik atera ezin dudan galdera da etbko debateetan egongo da
0,orain egon garabihar ere bain
1,orain hilabete batzuk seaskaren aldekoez gaizki esaka entzun nuen mendia anderea botanikadonostiannari da ari denez ardilarrua kentzen
1,orain lehentasuna da enplegu gehiago eta hobea lortzea
0,orain lehentasuna suspertze ekonomikoa da enplegu gehiago eta hobea lortzea
-1,oraina eta etorkizuna garelako gazteok n
1,oraina ta etorkizuna garelako gazteok nnnn
1,oraindik ez dago erantzunik n
0,oraindik ez dut ulertzen zer dela eta sartu den pzabala hautagai izateko ataka honetan badirudi amaitu dadila pentsatzen dabilela uneoro
1,oraingo erronka da industriako bpgaren 25ra iristea eajren konpromisoa euskal industriaren sinonimo dira enplegu egonkorra eta kalitatea
0,oraingoan ppren bideoa eta
1,oraingoan txalo bero bat ri ri zuzen eta argi euskeraren inguruann n
1,oraintxe bertan en albiste moduan pnv ren iragarki txukun inpaktante eta inpekablea
0,oraintxe bertan ser irratian politikan aditua omen den batek joksi zabala esan dun
-1,ordainduren aldarria parlamentora eramateko konpromisoa hartu du podemos euskadik
1,ordezkariak leioan 1100
0,ordu bete besterik ez da falta k gasteizko mitinari hasiera emateko zatoz
1,ordu erdi barru eusko lege biltzarrerako hauteskundeetako elkarrizketekin hasiko gara gtbn lehena ko juana bengoetxea izango da
0,orduan arnaldo otegi biharko estropadetara joaten bada etb1ek estropaden emisioa bertan behera utziko du 12n
-1,orduan eaj bota nahi dute klientelismoagatik bakarrik ereduen talkarik ezean
1,orduan orain zer oihukatuko dozue alderdi egunean jauna soberania compartida
-1,ordubete barru hasiko da ren ekitaldia igorren itsaso bengoetxea eta gaz
0,oreka berri bat nahi dugu behar dugu eta lortuko dugu oreka hobeago eta justuago bat
1,oreka kontua delako oreka behar dugulako
-1,oreka pertsonen herrien eta bizi baliabideen arteanjustua eta hobeahori da n
1,orereta beti izan da langile borroken erdigune lortutako hobekuntzak ez ditu kudeaketak ekarri langile mugimenduak baizik
0,orgullo de estado creando país n
1,orgullo por mujeres tan grandes impulsando el cambio en euskadi
1,orgullosa de mis compañerosnalde hemendik utzi bakean
-1,orgullosa de mis compañerosnalde hemendik utzi bakean n
-1,orgulloso de tener a la mejor candidata a lehendakari
1,orgulloso de tener a la mejor candidata a lehendakari
-1,orixe zeren forenseek ez dute hildakoekin hitzegiten nahiz eta hauek euskaldunak izan ala bai
0,ortuella buen ambiente en el mitin
1,ortuzar acusa al pp de via
0,ortuzar acusa al pp de via
0,ortuzar brazos en jarra felicita con un bertso a urkullu q hoy cumple 55 años emaitzak onak izango dira zorionak lehendakari
0,ortuzar eta eaj hitz egiten ari diren oasiari buruz gehiengo sozialarentzako ameskeria hutsa da
1,ortuzar harrotasuna eta lasaitasuna ematen digun hautagaia daukagu iñigo u
0,ortuzar pnv financial timesen independentzia bideraezina dela esatenneurak ez badute nahi esan dezatela argi
1,ortuzarrek dio eh bildupodemos aliantza bat dela eajren aurkari posible bakarra
-1,os imagináis un país con un pp y un psoe residual aprended de alperrik zabiltzate hauekin
-1,os juro que cuando urkullu ha dicho eskerrik asko pensaba que iba a continuar con un jauuuuunaaaaa bihotz bihotzetikkkkk
1,os quiero cuidar como candidata a lehendakari de elkarrekin podemos
1,osakidetza 0 dietistas noiz arte
1,osakidetza hobetu egin dugu eta hobetzen jarraituko dugunkonpromisoak bete ditugu eta konpromiso berriak hartzen ditugu
1,osakidetza osasun zerbitzu eredugarria europa mailan
1,osakidetzan 3 mila deuseztu dituzue 3 urtetan
0,osasuna eta hezkuntza ezin dira negozioak izan
1,osasungintzan ere
-1,oscar valbuena pseee agenda sozial bat markatzea da euskal sozialiston lehentasuna
-1,osea txeke zuria ri kaleko borroka ta instituzionala bateragarriak dira
1,oskarretara
0,oso ahundia gelditu zaio debatea
1,oso ederra harra da ezta
1,oso eroso ikusten dut lehendakaria boligrafoa eskuan ederki
-1,oso esanguratsua argazkia bilduren kartela guztiz integratua merkatal zentro handi eta espekulazioarentzako 12
0,oso garrantzitsua da euskerari indarra emotea gure herriaren erdigune data bikain
0,oso gatza ulertzea josune gorospe tik aurkeztu ez izana osasunari buruz eztabaidatzera
-1,oso handia jasone
-1,oso interesgarria osatzen ari den termometro digitala ren datu oso potenteak
0,oso ona iragarkiaaseguru konpaini batentzako
-1,oso ondo amaitu da
0,oso ondo aurrera
1,oso ondo ea bizkaitar honek bozka eman ahal izango duen lapurtarrekin batera igandean ehbildu bozkatzera
-1,oso ondo jarrera garrantzitsua da animo
1,oso ondo matar estuvo mal esatea erreza da
1,oso ondo nleihoak irekitan
-1,oso ondo ri gogorarazten gaurko alokabideren etxegabetzea
1,oso ongi
1,oso oso handiak gara etorkizuna gurea da eta zuekin egin nahi dugu herria
1,oso pertsonala ren hitzartzea pertsonala politikoa da ederra benetan
-1,oso pozik en kanpaina ixteagatik
0,oso tristea 2016 urtean oraindik batzuek euskara aniztasun bezala ikusi beharrean inposiziobidegabekeria bezala ikustea
-1,oso ziur egon behar da urkullu emaitzetaz egiten ari duen kanpaina egiteko zoritxarrez
1,ostegunean arabako ekitaldi nagusia eta rekin
1,ostegunean eta izango ditugu n
0,ostegunen beasainen
1,ostegunerako plan ona bilatzen ari bazarete durangon 
-1,ostia ba hobiena maialenek bota dau eaj eh bildun barruen dauela
0,ostia idoia mendia klasiak ematen bestiri
1,ostiaputa ko hautagaia zelan ibarretxeri bozka eman zion azaltzen jajaja
-1,ostiral honetan euskal etxeen plazan gazteok
1,ostiral honetan trikia megafonia propaganda puxikak afaria
1,ostirala 16 solasaldi baterako gonbitea dugu arrasateko kulturarten arratsaldeko 19tan xabier zabala eta asier asier gozategizatozte
1,ostirala 16 solasaldi baterako gonbitea dugu arrasateko kulturarten arratsaldeko 19tan xabier zabala eta asier gozateginzatozte
1,ostirala berriro senide eta lagunei indarra injustizi honekin amaitzeko eman ostikada dispertsioari guk
1,ostirala papeletarik zailena ehunka senide eta lagunentzat dispertsioari aurre egitea musu bat z
1,ostras egia da idoia mendia es la primera euskaldun esan du psekoak oo
-1,ostras me alegrondos grandes de ahí seguro que sale algo buenonme alegro
1,otegi arraizi zer egin diote ta gehio daude batzuk zinegotzi moun inabilitazioa gaizki zeolako
1,otegi bera
1,otegi cita a castelao n
1,otegi desjabetzerik gabeko herri proiektu bat nahi dugu
-1,otegi el lendakari de los catalanes
-1,otegi en miribilla bilbao arena
1,otegi ezker abertzaleak estrategia aldatu zuenean estatuaren alarma gorriak piztu ziren
1,otegi eztabaida batean ikusteko gogoagaz geratu naiz
1,otegi faxismoaren ahotsa izan zen ta orain mandelaz bezala
1,otegi guk herri hau maite dugu langileak maite ditugu pobreak maite ditugu
0,otegi herri akordio zabalak lortzeko unea da herri honek aurrera egin dezan” via
-1,otegi herri bat daukagu irabazteko herri bat daukagu askatzeko herri bat daukagu martxan jartzeko eta egingo dugu
-1,otegi inhabilitatu zuten baina n milaka gara oso ondo gaur
1,otegi la paz la ha traído la izquierda independentista” via
1,otegi lehen hautagai bat genuen lekuan orain hiru ditugu agirre larrion eta iriarte
0,otegi lehendakari no lo podríamos hacer
0,otegi lehendakaritzara iristen denean argi geratuko da eusko gobernuak duen autonomi txikia
1,otegi reitera su oferta a y elkarrekin podemos para avanzar hacia una
1,otegi si hay paz en euskal herria es gracias a la izquierda abertzale
-1,otegi urkullu ez da ausartzen hiruko akordioa pprekin eta pserekin egin nahi duela esatera
1,otegi zer da podemosi dezepzioa eragiten diona erabakiak herritarren esku uzte via
1,otegi zure bizikletan eraman nazazu estatikoaz aspertuta nago tann vía
0,otegirekin urkullu ez zen atzo bezain lasai egongo hori argi izan politika ondo hitzegitea baino zerbait gehiago da
0,otegiren proposamenak ez du bermatzen politika sozialetan aurrerapausuriketa horregatik etsigarria iruditu zaigu
0,otegiren zatia dz dute emitituko
1,otegiren zatia ez dute emitituko
0,oteguj es alguien polaco o asi
-1,otra vez la sra mendia con el inglés ingelera bultzatu aurretik euskararen normalkuntza bultzatu beharko genuken
0,otras ni machismo ni feminismoneh bildu con mayúsculasn
0,otro buen zasca jaja
1,oximoron modukoa da mendia ergatiboa
-1,oye dónde está vox
1,oye otegi llévame en tu bicicleta plentziako lagunek egindako bideoa face_with_tears_of_joy
1,oye otegi llévame en tu bicicleta plentziako lagunek egindako bideoa 󾌴
1,oztopoa euskaraz bizi nahi dugunok dugu administrazioak bermatu egin behar ditu bi hizkuntzak zinikoak zarete
0,papeleta para preparada
0,para la derecha
0,para qué votar a eh bildu vía
0,para ti la perra gorda demasiado para explicar por twitter
0,para variar
0,parece que habéis descubierto el fuego
0,parlamentura etorri naizeuskal hiritarren aurrean hartzen ditudan konpromezuak sinatzeko
1,parole parole parole
0,parte hartu hauteskunde kanpaina delaeta prestatu dugun galdetegian zure iritzia ezinbestekoa da
1,parte zaharrean eh bildu da legebiltzarrean euskaraz lan egiten duen talde bakarra
0,pasa factura a pse su vídeo lamentable sobre euskera
0,patronalan alde 20an manifa gasteizen
-1,patronalzaleak dio besteon proposamenak ez direla sinesgarri eta bereakbainoski
-1,patxi lopez buru zutela ppsoe arduratu ziren ibarretxe erditik kentzeaz egun pozik urkullurekin urizarrek arrazoi
0,patxi lopez izango zen salaketa jarri zuena edo tabernakoa batek daki
0,patxi lopezena ez zen azken iruzurra izan n ndemokrazia orain
-1,pavarotik ederki abestu du berrizzugatik ezin hobeto ordezkatua sentitzen naizn
0,payaso tu hijo de puta
1,pd hemerotekanpse euskara eta funtzionarioaknn bidez
1,pedazo de sinvergüenza
-1,pedazo respuesta argumentada
1,pediatrian ere
0,pedro luis uriarte konbenio kontzertuari buruz irailaren 29an en 
0,pello urizar eh bildu españa no da ninguna esperanza dan ganas de llorar”
0,pena da baina otegi hor izango balitz euskara mailak behera egingo luke
-1,pena ematen dit ikusteak urkullu jaunak ez duela bat egiten maddalenekin sozialisten euskararen aurkako bideoaren salaketan
0,pena gaur iñigo urkulluk ez duela telebistan eztabaidarik bestela erru osoa etxegabetuarena dela azalduko liguken
0,penagarri pentsatzen nuen hainbat diru izanda k euskera ikasteko ahalmena izango zuela baina etxea erosi zuen
1,penagarria berriro euskaldunon oroimen historikoaren aurkako erasoa pnv style traketsa
1,penagarria ikustea mendia eta garrido leiatzen ea nork kendu dion euskarari balio gehiago
-1,penagarria zuria
-1,penagarriok euskal herrian euskaraz nahi dogu hitz eta jolas lan eta bizi euskaraz eta hortara goaz
-1,pentsatzen dut podemoseko cm batek kudeatzen duela kontua baina
0,pentsio publikoak eta guztientzat
-1,pentsiodunentzat ren proposamenak aurkezten eta ren manifestazioa babestenn
-1,pentsionistek ilusioz beteta hauteskunde hauetan
1,periko gure artean izango haiz betiko
0,pero eh bildu es bussines puro y duro marketing asqueroso
0,pero k dise loko
0,perroflautas on tour
-1,pertsona humanoa besterik ez izatearen ajeak
0,pertsonak asmoak egi bihurtzeko tresnarik nagusiena eta k badauzka
1,pertsonak helburu dituen ren gobernua alaba bi dituen ama bat etxegabetzen ari da gasteizenn
-1,pertsonala politikoa da nnatzo egoteko neure arrazoiak azaldu nituen miribillannn
-1,pertsonalpolitikotik oso enpatikoa eta punch haundiarekin segituan ren txanda
-1,pertsonanala dena politikoa da
-1,pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo money-mouth_face
0,pili
-1,pili comounflan zabala
-1,pili hiru gauza ikasi ditut zabala
-1,pili zabala
-1,pili zabala a lendakari me gusta
1,pili zabala adierazle hutsaren pertsonifikazioa da
1,pili zabala bere etxea bere azalpenak eta rentista segurola izatea amatiñoren iritzia eta neurea gehituta
1,pili zabala besarkatzeko gogoak sartzen ari zaizkit
1,pili zabala besarkatzeko gogoak sartzen ari zaizkit more
-1,pili zabala bla bla bla nnbenetan ba al dago mamirik hor
-1,pili zabala bozka abertzaletik jateko amu izatea nahi bazutenez dt ust lortuko dutenik
1,pili zabala buklean sartu daneta orain galderak egiten ditun
1,pili zabala canadari buruz fikzio egitenmadril da erabakitzeko eskubidea adostu nahi ez duenazer eginagur esan
-1,pili zabala ehko identitate nazional guztiak eroso egongo diren marko komun espainol adostuaren alde
